CNNAM,FNFNUM,CNID,USERID,CREATED,MODIFIED
"Malay Apple","1264","MALAYAPPLE","DUKE","10-DEC-97",""
"Mammey Pomorrosa","1264","MAMMEYPOMORROSA","DUKE","10-DEC-97",""
"Ohia","1264","OHIA","DUKE","10-DEC-97",""
"Macambo","1265","MACAMBO","DUKE","10-DEC-97",""
"African Oil Palm","1267","AFRICANOILPALM","DUKE","10-DEC-97",""
"American Oil Palm","1268","AMERICANOILPALM","DUKE","10-DEC-97",""
"Gru-Gru Nut","1269","GRUGRUNUT","DUKE","10-DEC-97",""
"Mbocaya","1269","MBOCAYA","DUKE","10-DEC-97",""
"Hog Peanut","1270","HOGPEANUT","DUKE","10-DEC-97",""
"Venus' Fly Trap","1271","VENUSFLYTRAP","DUKE","10-DEC-97",""
"Laciniate Cow-parsnip","1272","LACINIATECOWPARSNIP","DUKE","10-DEC-97",""
"Teatree","1273","TEATREE","DUKE","10-DEC-97","30-MAY-99"
"Paperbark Tea_tree","1274","PAPERBARKTEATREE","DUKE","10-DEC-97",""
"Bracteate Tea-Tree","1275","BRACTEATETEATREE","DUKE","10-DEC-97",""
"Broad-Leaf Tea-Tree","1276","BROADLEAFTEATREE","DUKE","10-DEC-97",""
"Niaouli","1276","NIAOULI","DUKE","10-DEC-97",""
"Gorse","1277","GORSE","DUKE","10-DEC-97",""
"Ash","1278","ASH","DUKE","10-DEC-97",""
"Jack na bush","1279","JACKNABUSH","DUKE","10-DEC-97",""
"Anamu","1280","ANAMU","DUKE","10-DEC-97",""
"Guinea Hen Leaf","1280","GUINEAHENLEAF","DUKE","10-DEC-97","30-NOV-98"
"Pepper elder","1281","PEPPERELDER","DUKE","10-DEC-97",""
"Yerba de la plata","1281","YERBADELAPLATA","DUKE","10-DEC-97",""
"Simpson's elderberry","1282","SIMPSONSELDERBERRY","DUKE","10-DEC-97",""
"Benghal dayflower","1283","BENGHALDAYFLOWER","DUKE","10-DEC-97",""
"Common dayflower","1284","COMMONDAYFLOWER","DUKE","10-DEC-97",""
"Cretan culantro","1285","CRETANCULANTRO","DUKE","10-DEC-97",""
"Triplinerved eupatorium","1286","TRIPLINERVEDEUPATORIUM","DUKE","10-DEC-97",""
"Agbo","1287","AGBO","DUKE","10-DEC-97",""
"Shrubby Basil","1287","SHRUBBYBASIL","DUKE","10-DEC-97",""
"Mexican ageratum","1289","MEXICANAGERATUM","DUKE","10-DEC-97",""
"Aglaonema aroid","1290","AGLAONEMAAROID","DUKE","10-DEC-97",""
"Spiny pigweed","1291","SPINYPIGWEED","DUKE","10-DEC-97",""
"Bastard wormwood","1292","BASTARDWORMWOOD","DUKE","10-DEC-97",""
"Cumana ragweed","1293","CUMANARAGWEED","DUKE","10-DEC-97",""
"Madeira vine","1294","MADEIRAVINE","DUKE","10-DEC-97",""
"Feathery coconut","1295","FEATHERYCOCONUT","DUKE","10-DEC-97",""
"Queen palm","1295","QUEENPALM","DUKE","10-DEC-97",""
"Monkey puzzle","1296","MONKEYPUZZLE","DUKE","10-DEC-97",""
"Indian bean","1297","INDIANBEAN","DUKE","10-DEC-97",""
"Spanish oak","1298","SPANISHOAK","DUKE","10-DEC-97",""
"Guanique","1299","GUANIQUE","DUKE","10-DEC-97",""
"Timaque","1300","TIMAQUE","DUKE","10-DEC-97",""
"Wild grape","1301","WILDGRAPE","DUKE","10-DEC-97",""
"Mabi","1302","MABI","DUKE","10-DEC-97",""
"West indian colubrina","1302","WESTINDIANCOLUBRINA","DUKE","10-DEC-97",""
"Texas colubrina","1303","TEXASCOLUBRINA","DUKE","10-DEC-97",""
"Glass tree","1304","GLASSTREE","DUKE","10-DEC-97",""
"Tibi","1304","TIBI","DUKE","10-DEC-97",""
"European dodder","1306","EUROPEANDODDER","DUKE","10-DEC-97",""
"Amarbel","1307","AMARBEL","DUKE","10-DEC-97",""
"Water chestnut","1308","WATERCHESTNUT","DUKE","10-DEC-97",""
"Viscid pussytoes","1309","VISCIDPUSSYTOES","DUKE","10-DEC-97",""
"Campechy","1310","CAMPECHY","DUKE","10-DEC-97",""
"Logwood","1310","LOGWOOD","DUKE","10-DEC-97",""
"Chinese hibiscus","1311","CHINESEHIBISCUS","DUKE","10-DEC-97",""
"Shoe-flower","1311","SHOEFLOWER","DUKE","10-DEC-97",""
"Barbados lily","1312","BARBADOSLILY","DUKE","10-DEC-97",""
"Mala madre","1313","MALAMADRE","DUKE","10-DEC-97",""
"Mexican bay","1314","MEXICANBAY","DUKE","10-DEC-97",""
"Ascending ludwigia","1315","ASCENDINGLUDWIGIA","DUKE","10-DEC-97",""
"Fireweed ludwigia","1316","FIREWEEDLUDWIGIA","DUKE","10-DEC-97",""
"Perennial ludwigia","1317","PERENNIALLUDWIGIA","DUKE","10-DEC-97",""
"Four-o-clock","1318","FOUROCLOCK","DUKE","10-DEC-97",""
"Guinea grass","1319","GUINEAGRASS","DUKE","10-DEC-97",""
"Congress grass","1320","CONGRESSGRASS","DUKE","10-DEC-97",""
"Hina plant","1322","HINAPLANT","DUKE","10-DEC-97",""
"Cadillo","1323","CADILLO","DUKE","10-DEC-97",""
"Perejil","1324","PEREJIL","DUKE","10-DEC-97",""
"Pito sico","1325","PITOSICO","DUKE","10-DEC-97",""
"Santa maria","1325","SANTAMARIA","DUKE","10-DEC-97",""
"Cow's tongue","1326","COWSTONGUE","DUKE","10-DEC-97",""
"Cordoban","1327","CORDOBAN","DUKE","10-DEC-97",""
"Yerba de san martin","1329","YERBADESANMARTIN","DUKE","10-DEC-97",""
"Alexandran senna","1330","ALEXANDRANSENNA","DUKE","10-DEC-97",""
"Juan la blanca","1331","JUANLABLANCA","DUKE","10-DEC-97",""
"Indian tulip tree","1333","INDIANTULIPTREE","DUKE","10-DEC-97",""
"Yellow oleander","1334","YELLOWOLEANDER","DUKE","10-DEC-97",""
"Peruvian Yellow Oleander","1335","PERUVIANYELLOWOLEANDER","DUKE","10-DEC-97","03-MAY-01"
"Jojoban","1336","JOJOBAN","DUKE","10-DEC-97",""
"Coatbuttons","1337","COATBUTTONS","DUKE","10-DEC-97",""
"Mexican daisy","1337","MEXICANDAISY","DUKE","10-DEC-97",""
"Purple fleabane","1338","PURPLEFLEABANE","DUKE","10-DEC-97",""
"Turkish Calamint","1341","TURKISHCALAMINT","DUKE","10-DEC-97",""
"Nepalese cinnamon","1344","NEPALESECINNAMON","DUKE","10-DEC-97",""
"Sugandha kokila","1344","SUGANDHAKOKILA","DUKE","10-DEC-97",""
"Veiny cinnamon","1345","VEINYCINNAMON","DUKE","10-DEC-97",""
"Indonesian cinnamon","1347","INDONESIANCINNAMON","DUKE","10-DEC-97",""
"Fuzzy cinnamon","1348","FUZZYCINNAMON","DUKE","10-DEC-97",""
"Porrect cinnamon","1349","PORRECTCINNAMON","DUKE","10-DEC-97",""
"Hairy cinnamon","1350","HAIRYCINNAMON","DUKE","10-DEC-97",""
"Kabusu","1352","KABUSU","DUKE","10-DEC-97",""
"Kabosu","1353","KABOSU","DUKE","10-DEC-97",""
"Sudachi","1354","SUDACHI","DUKE","10-DEC-97",""
"Copalchi","1356","COPALCHI","DUKE","10-DEC-97",""
"Cipo caboclo","1358","CIPOCABOCLO","DUKE","10-DEC-97",""
"Watervine","1358","WATERVINE","DUKE","10-DEC-97",""
"Bejuco de agua","1359","BEJUCODEAGUA","DUKE","10-DEC-97",""
"Cipo caboclo","1359","CIPOCABOCLO","DUKE","10-DEC-97",""
"Liane chasseur (=chaser vine)","1359","LIANECHASSEURCHASERVINE","DUKE","10-DEC-97",""
"Dragonhead","1360","DRAGONHEAD","DUKE","10-DEC-97",""
"Bantaluki","1361","BANTALUKI","DUKE","10-DEC-97",""
"Bantulsi","1361","BANTULSI","DUKE","10-DEC-97",""
"Brasses' Eucalyptus","1370","BRASSESEUCALYPTUS","DUKE","10-DEC-97",""
"Bridges' Eucalyptus","1371","BRIDGESEUCALYPTUS","DUKE","10-DEC-97",""
"Gum","1376","GUM","DUKE","10-DEC-97",""
"New England 'peppermint'","1380","NEWENGLANDPEPPERMINT","DUKE","10-DEC-97",""
"Pau pereira","1389","PAUPEREIRA","DUKE","10-DEC-97",""
"Rocket candytuft","1394","ROCKETCANDYTUFT","DUKE","10-DEC-97",""
"Garden balsam","1395","GARDENBALSAM","DUKE","10-DEC-97",""
"Otaheite chestnut","1396","OTAHEITECHESTNUT","DUKE","10-DEC-97",""
"Tahiti chestnut","1396","TAHITICHESTNUT","DUKE","10-DEC-97",""
"Azar quiro","1397","AZARQUIRO","DUKE","10-DEC-97",""
"Sacha rifari","1397","SACHARIFARI","DUKE","10-DEC-97",""
"Bataua","1398","BATAUA","DUKE","10-DEC-97",""
"Mil pesos","1398","MILPESOS","DUKE","10-DEC-97",""
"Seje","1398","SEJE","DUKE","10-DEC-97",""
"Oiticica","1400","OITICICA","DUKE","10-DEC-97",""
"Ostrich fern","1404","OSTRICHFERN","DUKE","10-DEC-97",""
"White champac","1405","WHITECHAMPAC","DUKE","10-DEC-97",""
"Champac","1406","CHAMPAC","DUKE","10-DEC-97",""
"Dagcayi","1407","DAGCAYI","DUKE","10-DEC-97",""
"Haydarotu","1407","HAYDAROTU","DUKE","10-DEC-97",""
"Topukcayi","1407","TOPUKCAYI","DUKE","10-DEC-97",""
"Fringed-heath myrtle","1408","FRINGEDHEATHMYRTLE","DUKE","10-DEC-97",""
"Aninga","1409","ANINGA","DUKE","10-DEC-97",""
"Castana de agua","1409","CASTANADEAGUA","DUKE","10-DEC-97",""
"Curry Leaf Tree","1410","CURRYLEAFTREE","DUKE","10-DEC-97","04-FEB-01"
"Flowering Quince","1412","FLOWERINGQUINCE","DUKE","10-DEC-97",""
"Chasing jola","1413","CHASINGJOLA","DUKE","10-DEC-97",""
"Jungli dulchini","1413","JUNGLIDULCHINI","DUKE","10-DEC-97",""
"Te de Sierra Nevada","1414","TEDESIERRANEVADA","DUKE","10-DEC-97",""
"Teak","1431","TEAK","DUKE","10-DEC-97",""
"Lilac","1432","LILAC","DUKE","10-DEC-97",""
"Barrehorno","1433","BARREHORNO","DUKE","10-DEC-97",""
"John Charles","1433","JOHNCHARLES","DUKE","10-DEC-97",""
"Amboini Coleus","1434","AMBOINICOLEUS","DUKE","10-DEC-97",""
"Country Borage","1434","COUNTRYBORAGE","DUKE","10-DEC-97",""
"Cuban Oregano","1434","CUBANOREGANO","DUKE","10-DEC-97",""
"French Thyme","1434","FRENCHTHYME","DUKE","10-DEC-97",""
"Indian Borage","1434","INDIANBORAGE","DUKE","10-DEC-97",""
"Soup Mint","1434","SOUPMINT","DUKE","10-DEC-97",""
"Spanish Thyme","1434","SPANISHTHYME","DUKE","10-DEC-97",""
"Ben Nut","1435","BENNUT","DUKE","10-DEC-97",""
"Drumstick Tree","1435","DRUMSTICKTREE","DUKE","10-DEC-97",""
"Horseradish Tree","1435","HORSERADISHTREE","DUKE","10-DEC-97",""
"Raichie","1436","RAICHIE","DUKE","10-DEC-97",""
"Tea Bush","1436","TEABUSH","DUKE","10-DEC-97",""
"Raichie","1437","RAICHIE","DUKE","10-DEC-97",""
"Puncture-vine","1438","PUNCTUREVINE","DUKE","10-DEC-97",""
"Longleaf Periwinkle","1967","LONGLEAFPERIWINKLE","DUKE","10-DEC-97",""
"Pinyon Pine","1968","PINYONPINE","DUKE","10-DEC-97",""
"Mexican Pinyon","1969","MEXICANPINYON","DUKE","10-DEC-97",""
"Khasi Pine","1970","KHASIPINE","DUKE","10-DEC-97",""
"Italian Stone Pine","1971","ITALIANSTONEPINE","DUKE","10-DEC-97",""
"Pignolia","1971","PIGNOLIA","DUKE","10-DEC-97",""
"Cat's Claw","1972","CATSCLAW","DUKE","10-DEC-97","07-APR-99"
"Garabato Amarillo","1972","GARABATOAMARILLO","DUKE","10-DEC-97",""
"Una de Gato","1972","UNADEGATO","DUKE","10-DEC-97",""
"Ninde","1974","NINDE","DUKE","10-DEC-97",""
"Giant Hyssop","1975","GIANTHYSSOP","DUKE","10-DEC-97",""
"Nilkanthi","1979","NILKANTHI","DUKE","10-DEC-97",""
"Bugle","1980","BUGLE","DUKE","10-DEC-97",""
"Ivy Bugle","1982","IVYBUGLE","DUKE","10-DEC-97",""
"Hyssop","1983","HYSSOP","DUKE","10-DEC-97",""
"Bugle","1984","BUGLE","DUKE","10-DEC-97",""
"Panjiri-ka Pat","1985","PANJIRIKAPAT","DUKE","10-DEC-97",""
"Kalabhangra","1986","KALABHANGRA","DUKE","10-DEC-97",""
"Calamint","1987","CALAMINT","DUKE","10-DEC-97",""
"Spanish Heal-All","1988","SPANISHHEALALL","DUKE","10-DEC-97",""
"Coleus","1990","COLEUS","DUKE","10-DEC-97",""
"Spanish Oregano","1991","SPANISHOREGANO","DUKE","10-DEC-97",""
"Hsiang Ju","1995","HSIANGJU","DUKE","10-DEC-97",""
"Furan Chemotype","1996","FURANCHEMOTYPE","DUKE","10-DEC-97",""
"'Dwarf' Bush Mint","1998","DWARFBUSHMINT","DUKE","10-DEC-97",""
"Hairy Mint Shrub","2001","HAIRYMINTSHRUB","DUKE","10-DEC-97",""
"Bush Mint","2002","BUSHMINT","DUKE","10-DEC-97",""
"Downy Hemp Nettle","2003","DOWNYHEMPNETTLE","DUKE","10-DEC-97",""
"Lavender","2005","LAVENDER","DUKE","10-DEC-97",""
"Hybrid Lavender","2006","HYBRIDLAVENDER","DUKE","10-DEC-97",""
"Apple Mint","2008","APPLEMINT","DUKE","10-DEC-97",""
"Mint","2009","MINT","DUKE","10-DEC-97",""
"Kaya Yarpuzu","2010","KAYAYARPUZU","DUKE","10-DEC-97",""
"Muna","2016","MUNA","DUKE","10-DEC-97",""
"Tipo","2016","TIPO","DUKE","10-DEC-97",""
"Small-Flowered Moldavica","2017","SMALLFLOWEREDMOLDAVICA","DUKE","10-DEC-97",""
"Thyme-Flowered Moldavica","2018","THYMEFLOWEREDMOLDAVICA","DUKE","10-DEC-97",""
"Hoary Basil","2019","HOARYBASIL","DUKE","10-DEC-97",""
"African Blue Basil","2020","AFRICANBLUEBASIL","DUKE","10-DEC-97",""
"Kenyan Perennial Basil","2020","KENYANPERENNIALBASIL","DUKE","10-DEC-97",""
"Holy Basil","2021","HOLYBASIL","DUKE","10-DEC-97",""
"Tulsi","2021","TULSI","DUKE","10-DEC-97",""
"Basil","2022","BASIL","DUKE","10-DEC-97",""
"Kenyan Tree Basil","2023","KENYANTREEBASIL","DUKE","10-DEC-97",""
"Anise-Scented Basil","2024","ANISESCENTEDBASIL","DUKE","10-DEC-97",""
"Small-Flowered Oregano","2025","SMALLFLOWEREDOREGANO","DUKE","10-DEC-97",""
"Lal Agada","2027","LALAGADA","DUKE","10-DEC-97",""
"Hairy Rosemary","2028","HAIRYROSEMARY","DUKE","10-DEC-97",""
"Lavender Rosemary","2029","LAVENDERROSEMARY","DUKE","10-DEC-97",""
"Mendizabali's Rosemary","2030","MENDIZABALISROSEMARY","DUKE","10-DEC-97",""
"Canary Island Sage","2031","CANARYISLANDSAGE","DUKE","10-DEC-97",""
"'Honduran' Sage","2032","HONDURANSAGE","DUKE","10-DEC-97",""
"'Cordoba' Sage","2033","CORDOBASAGE","DUKE","10-DEC-97",""
"Sage","2034","SAGE","DUKE","10-DEC-97",""
"Sage","2035","SAGE","DUKE","10-DEC-97",""
"Turkish Savory","2036","TURKISHSAVORY","DUKE","10-DEC-97",""
"Cuneate Turkish Savory","2037","CUNEATETURKISHSAVORY","DUKE","10-DEC-97",""
"French Savory","2038","FRENCHSAVORY","DUKE","10-DEC-97",""
"Scented Pampa Savory","2039","SCENTEDPAMPASAVORY","DUKE","10-DEC-97",""
"Small-Leaf Pampa Savory","2040","SMALLLEAFPAMPASAVORY","DUKE","10-DEC-97",""
"Yugoslav Savory","2041","YUGOSLAVSAVORY","DUKE","10-DEC-97",""
"Goat Oregano","2042","GOATOREGANO","DUKE","10-DEC-97",""
"Skullcap","2044","SKULLCAP","DUKE","10-DEC-97",""
"Kedi Kuyrugu Cayi","2046","KEDIKUYRUGUCAYI","DUKE","10-DEC-97",""
"El Molinillo Sideritis","2049","ELMOLINILLOSIDERITIS","DUKE","10-DEC-97",""
"Balkan Sideritis","2050","BALKANSIDERITIS","DUKE","10-DEC-97",""
"Woundwort","2053","WOUNDWORT","DUKE","10-DEC-97",""
"Woundwort","2055","WOUNDWORT","DUKE","10-DEC-97",""
"Field Germander","2057","FIELDGERMANDER","DUKE","10-DEC-97","17-JUN-01"
"'Cyprus' Germander","2058","CYPRUSGERMANDER","DUKE","10-DEC-97",""
"Hoary Divaricate Germander","2059","HOARYDIVARICATEGERMANDER","DUKE","10-DEC-97",""
"Iberian Germander","2060","IBERIANGERMANDER","DUKE","10-DEC-97",""
"Stavros Kotschy's Germander","2061","STAVROSKOTSCHYSGERMANDER","DUKE","10-DEC-97",""
"Small 'Cyprus' Germander","2062","SMALLCYPRUSGERMANDER","DUKE","10-DEC-97",""
"Mountain Germander","2063","MOUNTAINGERMANDER","DUKE","10-DEC-97",""
"Water Germander","2066","WATERGERMANDER","DUKE","10-DEC-97",""
"Germander","2067","GERMANDER","DUKE","10-DEC-97",""
"Moroccan Thyme","2068","MOROCCANTHYME","DUKE","10-DEC-97",""
"'Anatolian' Thyme","2069","ANATOLIANTHYME","DUKE","10-DEC-97",""
"Thyme","2070","THYME","DUKE","10-DEC-97",""
"'Moroccan' Thyme","2071","MOROCCANTHYME","DUKE","10-DEC-97",""
"Moroccan Savory Thyme","2072","MOROCCANSAVORYTHYME","DUKE","10-DEC-97",""
"Blue Curls","2073","BLUECURLS","DUKE","10-DEC-97",""
"Hsiang Ju","2074","HSIANGJU","DUKE","10-DEC-97",""
"Tasnanesi","2075","TASNANESI","DUKE","10-DEC-97",""
"Tea Hyssop","2076","TEAHYSSOP","DUKE","10-DEC-97",""
"Zopha","2076","ZOPHA","DUKE","10-DEC-97",""
"Zuta","2076","ZUTA","DUKE","10-DEC-97",""
"Lemon Mint","2077","LEMONMINT","DUKE","10-DEC-97",""
"Catmint","2078","CATMINT","DUKE","10-DEC-97",""
"Bayircayi","2079","BAYIRCAYI","DUKE","10-DEC-97",""
"Guveyoto","2079","GUVEYOTO","DUKE","10-DEC-97",""
"Za'Atar","2080","ZAATAR","DUKE","10-DEC-97",""
"Slender Turkish Oregano","2081","SLENDERTURKISHOREGANO","DUKE","10-DEC-97",""
"Greek Oregano","2082","GREEKOREGANO","DUKE","10-DEC-97",""
"Istanbul Kekigi","2083","ISTANBULKEKIGI","DUKE","10-DEC-97",""
"Turkish Oregano","2083","TURKISHOREGANO","DUKE","10-DEC-97",""
"Green Turkish Oregano","2084","GREENTURKISHOREGANO","DUKE","10-DEC-97",""
"Common Turkish Oregano","2085","COMMONTURKISHOREGANO","DUKE","10-DEC-97",""
"Wild Oregano","2085","WILDOREGANO","DUKE","10-DEC-97",""
"Rosemary","2087","ROSEMARY","DUKE","10-DEC-97",""
"Iberian Savory","2088","IBERIANSAVORY","DUKE","10-DEC-97",""
"Savory","2088","SAVORY","DUKE","10-DEC-97",""
"'Croatian Alpine' Germander","2089","CROATIANALPINEGERMANDER","DUKE","10-DEC-97",""
"Iberian Golden Germander","2092","IBERIANGOLDENGERMANDER","DUKE","10-DEC-97",""
"Germander","2094","GERMANDER","DUKE","10-DEC-97",""
"Wood Germander","2094","WOODGERMANDER","DUKE","10-DEC-97",""
"Kekik","2095","KEKIK","DUKE","10-DEC-97",""
"Tas Kekik","2095","TASKEKIK","DUKE","10-DEC-97",""
"'Portuguese' Thyme","2096","PORTUGUESETHYME","DUKE","10-DEC-97",""
"Spanish Thyme","2097","SPANISHTHYME","DUKE","10-DEC-97",""
"Madeiran 'Hyssop'","2098","MADEIRANHYSSOP","DUKE","10-DEC-97",""
"Funk's thyme","2099","FUNKSTHYME","DUKE","10-DEC-97",""
"Lemon Thyme","2099","LEMONTHYME","DUKE","10-DEC-97",""
"Funk's Thyme","2100","FUNKSTHYME","DUKE","10-DEC-97",""
"Vietnamese Cajuput Oil","2120","VIETNAMESECAJUPUTOIL","DUKE","10-DEC-97",""
"Tea-Tree","2121","TEATREE","DUKE","10-DEC-97",""
"Blue Vervain","2122","BLUEVERVAIN","DUKE","10-DEC-97",""
"Brindleberry","2123","BRINDLEBERRY","DUKE","10-DEC-97",""
"Cat's Claw","2124","CATSCLAW","DUKE","10-DEC-97",""
"Echinacea","2125","ECHINACEA","DUKE","10-DEC-97",""
"Echinacea","2126","ECHINACEA","DUKE","10-DEC-97",""
"Echinacea","2127","ECHINACEA","DUKE","10-DEC-97",""
"False Unicorn","2128","FALSEUNICORN","DUKE","10-DEC-97",""
"Early Goldenrod","2131","EARLYGOLDENROD","DUKE","10-DEC-97","02-APR-99"
"Gugul","2132","GUGUL","DUKE","10-DEC-97",""
"Gymnema","2133","GYMNEMA","DUKE","10-DEC-97",""
"Citrosa","2135","CITROSA","DUKE","10-DEC-97",""
"Eucalyptus","2136","EUCALYPTUS","DUKE","10-DEC-97",""
"Eucalyptus","2140","EUCALYPTUS","DUKE","10-DEC-97",""
"Gum","2144","GUM","DUKE","10-DEC-97",""
"Gum","2145","GUM","DUKE","10-DEC-97",""
"Gum","2149","GUM","DUKE","10-DEC-97",""
"Gum","2150","GUM","DUKE","10-DEC-97",""
"Gum","2151","GUM","DUKE","10-DEC-97",""
"Lime","2156","LIME","DUKE","10-DEC-97",""
"Pau d'arco","2158","PAUDARCO","DUKE","10-DEC-97","02-APR-99"
"Pepperbark","2159","PEPPERBARK","DUKE","10-DEC-97",""
"Southern Prickly Ash","2159","SOUTHERNPRICKLYASH","DUKE","10-DEC-97","10-APR-99"
"Bitter Almond","2160","BITTERALMOND","DUKE","10-DEC-97",""
"Red Stinkwood","2160","REDSTINKWOOD","DUKE","10-DEC-97",""
"Reishi","2161","REISHI","DUKE","10-DEC-97",""
"Sarsaparilla","2162","SARSAPARILLA","DUKE","10-DEC-97",""
"Shiitake","2163","SHIITAKE","DUKE","10-DEC-97",""
"Partridge-berry","2164","PARTRIDGEBERRY","DUKE","10-DEC-97",""
"Squawvine","2164","SQUAWVINE","DUKE","10-DEC-97",""
"Suma","2165","SUMA","DUKE","10-DEC-97",""
"Swallowwort","2166","SWALLOWWORT","DUKE","10-DEC-97",""
"Wild Yam","2167","WILDYAM","DUKE","10-DEC-97",""
"Yew","2168","YEW","DUKE","10-DEC-97",""
"Yew","2170","YEW","DUKE","10-DEC-97",""
"Sumatran Yew","2171","SUMATRANYEW","DUKE","10-DEC-97",""
"Himalayan Yew","2172","HIMALAYANYEW","DUKE","10-DEC-97",""
"Yunnan Yew","2173","YUNNANYEW","DUKE","10-DEC-97",""
"Tepary Bean","2175","TEPARYBEAN","DUKE","10-DEC-97",""
"Yellowroot","2176","YELLOWROOT","DUKE","10-DEC-97",""
"Merrill flowers","5009","MERRILLFLOWERS","DUKE","10-DEC-97",""
"Cauliflower","174","CAULIFLOWER","DUKE","10-DEC-97","05-OCT-99"
"Bitter Orange","1352","BITTERORANGE","DUKE","10-DEC-97",""
"Neroli","1352","NEROLI","DUKE","10-DEC-97",""
"Petitgrain","1352","PETITGRAIN","DUKE","10-DEC-97",""
"Cowage","1918","COWAGE","DUKE","10-DEC-97",""
"Velvetbean","1918","VELVETBEAN","DUKE","10-DEC-97",""
"Plantain","645","PLANTAIN","DUKE","10-DEC-97","13-MAY-99"
"Tolu Balsam","650","TOLUBALSAM","DUKE","10-DEC-97",""
"Golden Germander","2092","GOLDENGERMANDER","DUKE","10-DEC-97",""
"Pea Bean","1060","PEABEAN","DUKE","10-DEC-97","04-APR-00"
"Wild Oregano","2082","WILDOREGANO","DUKE","10-DEC-97",""
"Common Turkish Oregano","2082","COMMONTURKISHOREGANO","DUKE","10-DEC-97",""
"Sticklewort","40","STICKLEWORT","DUKE","05-JUN-98",""
"Wheatgrass","379","WHEATGRASS","DUKE","05-JUN-98",""
"Twitchgrass","379","TWITCHGRASS","DUKE","05-JUN-98",""
"Aloe","58","ALOE","DUKE","10-JUN-98",""
"Burdock","104","BURDOCK","DUKE","14-JUN-98",""
"Bachelor's Button","233","BACHELORSBUTTON","DUKE","07-JUL-98",""
"Devil's Bit","2128","DEVILSBIT","DUKE","08-JUL-98",""
"Starwort","2128","STARWORT","DUKE","08-JUL-98",""
"Guggul","2177","GUGGUL","DUKE","08-JUL-98","04-AUG-98"
"Guggul","2132","GUGGUL","DUKE","04-AUG-98",""
"Forskohl's Coleus","2178","FORSKOHLSCOLEUS","DUKE","05-AUG-98",""
"Narrow Leaf Echinacea","2125","NARROWLEAFECHINACEA","DUKE","10-AUG-98",""
"Narrow Leaf Purple-Coneflower","2125","NARROWLEAFPURPLECONEFLOWER","DUKE","10-AUG-98",""
"Pale-Flower Echinacea","2126","PALEFLOWERECHINACEA","DUKE","10-AUG-98",""
"Pale Purple-Coneflower","2126","PALEPURPLECONEFLOWER","DUKE","10-AUG-98",""
"Eastern Purple-Coneflower","2127","EASTERNPURPLECONEFLOWER","DUKE","10-AUG-98",""
"Purple-Coneflower","2127","PURPLECONEFLOWER","DUKE","10-AUG-98",""
"Chinese Ephedra","382","CHINESEEPHEDRA","DUKE","13-AUG-98",""
"Pampa Anise","2179","PAMPAANISE","DUKE","16-AUG-98",""
"Awarra Palm","2180","AWARRAPALM","DUKE","16-AUG-98",""
"Tucum Palm","2180","TUCUMPALM","DUKE","16-AUG-98",""
"Tucuma Palm","2180","TUCUMAPALM","DUKE","16-AUG-98",""
"Irish Lace","2179","IRISHLACE","DUKE","16-AUG-98",""
"Kelp","426","KELP","DUKE","20-AUG-98",""
"Tucuma","2180","TUCUMA","DUKE","27-AUG-98",""
"Butterseed","2181","BUTTERSEED","DUKE","29-AUG-98",""
"Shea Nut","2181","SHEANUT","DUKE","29-AUG-98",""
"Shea-Butter-Tree","2181","SHEABUTTERTREE","DUKE","29-AUG-98",""
"Sheatree","2181","SHEATREE","DUKE","29-AUG-98",""
"Shea","2181","SHEA","DUKE","29-AUG-98",""
"Lady's Thistle","931","LADYSTHISTLE","DUKE","20-SEP-98",""
"Aloe","2187","ALOE","DUKE","23-SEP-98",""
"Huang Qi","140","HUANGQI","DUKE","29-SEP-98",""
"Hortela da Folha Miuda","618","HORTELADAFOLHAMIUDA","DUKE","03-OCT-98",""
"Corsican Mint","2183","CORSICANMINT","DUKE","03-OCT-98",""
"Mentha di Requien","2183","MENTHADIREQUIEN","DUKE","03-OCT-98",""
"Ragweed","2184","RAGWEED","DUKE","04-OCT-98",""
"Annual Bur-Sage","2184","ANNUALBURSAGE","DUKE","04-OCT-98",""
"Sandbur","2184","SANDBUR","DUKE","04-OCT-98",""
"Margarita de Mar","2185","MARGARITADEMAR","DUKE","04-OCT-98",""
"Magdalena Ragweed","2186","MAGDALENARAGWEED","DUKE","04-OCT-98",""
"Knobweed","2188","KNOBWEED","DUKE","07-OCT-98",""
"Mesquite","2190","MESQUITE","DUKE","07-OCT-98",""
"Honey Mesquite","2190","HONEYMESQUITE","DUKE","07-OCT-98",""
"Woods' Rose","2191","WOODSROSE","DUKE","07-OCT-98",""
"Arjun","2194","ARJUN","DUKE","07-OCT-98",""
"Arjuna","2194","ARJUNA","DUKE","07-OCT-98",""
"Tropical Almond","1002","TROPICALALMOND","DUKE","07-OCT-98",""
"Malabar Almond","1002","MALABARALMOND","DUKE","07-OCT-98",""
"Black Myrobalan","1003","BLACKMYROBALAN","DUKE","07-OCT-98",""
"Beleric Myrobalan","2119","BELERICMYROBALAN","DUKE","07-OCT-98",""
"Bahera","2119","BAHERA","DUKE","07-OCT-98",""
"Myrobalan Belleric","2119","MYROBALANBELLERIC","DUKE","07-OCT-98",""
"Idigbo","2195","IDIGBO","DUKE","07-OCT-98",""
"Emire","2195","EMIRE","DUKE","07-OCT-98",""
