taxonid|relatednameusageid|relationtype|remarks
243639|243631|replacement name|, nom. illeg.
243689|243509|replacement name|
243740|243626|replacement name|
243791|244166|replacement name|
243833|243768|replacement name|
243869|244181|replacement name|
244448|244181|replacement name|, nom. superfl.
243876|243515|replacement name|
243894|251866|replacement name|
243906|243963|replacement name|
243877|243696|replacement name|
243959|243780|replacement name|
244016|243825|replacement name|
244454|244047|replacement name|
244298|244174|replacement name|
244247|243975|replacement name|
244309|243923|replacement name|
244377|243820|replacement name|
243866|243533|replacement name|
244397|244475|replacement name|
244427|243538|replacement name|
244459|244185|replacement name|
244185|243474|replacement name|
244468|243922|replacement name|
348955|243922|replacement name|
264900|244584|replacement name|, nom. superfl.
252455|244584|replacement name|, nom. superfl.
341499|244551|replacement name|
244524|244586|replacement name|, nom. nud.
263731|244552|replacement name|
218752|241243|replacement name|, nom. illeg.
257705|218891|replacement name|, not validly publ.
218631|241243|replacement name|
244811|149216|replacement name|
244812|149255|replacement name|
244815|149275|replacement name|
244819|149225|replacement name|
244830|149239|replacement name|
244831|78310|replacement name|
250137|263665|replacement name|
245113|245021|replacement name|
250555|264061|replacement name|, nom. illeg.
265145|264185|replacement name|
245157|264185|replacement name|
250285|245184|replacement name|, nom. illeg.
245094|263314|replacement name|, nom. illeg.
245107|245203|replacement name|
249601|264335|replacement name|, nom. illeg.
250471|245160|replacement name|
245043|254320|replacement name|, nom. illeg.
245130|245041|replacement name|
245158|248772|replacement name|
259138|263509|replacement name|
239434|242065|replacement name|, nom. superfl.
245325|217155|replacement name|
536453|245258|replacement name|, nom. superfl.
249932|264524|replacement name|
249913|264184|replacement name|
217259|217149|replacement name|, nom. illeg.
250144|263707|replacement name|, nom. superfl.
250617|263707|replacement name|
245243|263707|replacement name|, nom. superfl.
235637|263707|replacement name|, nom. illeg.
333830|245413|replacement name|, not validly publ.
250311|264177|replacement name|
245882|264177|replacement name|
333834|245436|replacement name|, not validly publ.
333812|263722|replacement name|, not validly publ.
334593|245834|replacement name|, not validly publ.
245597|245225|replacement name|
333853|245313|replacement name|, not validly publ.
245762|270917|replacement name|
333859|264602|replacement name|, not validly publ.
333857|245667|replacement name|
245803|245667|replacement name|
464533|245827|replacement name|
245999|245827|replacement name|
245843|245264|replacement name|
249892|245387|replacement name|
245852|245387|replacement name|
333866|245871|replacement name|, not validly publ.
249931|245746|replacement name|
333861|245830|replacement name|, not validly publ.
249897|245428|replacement name|
245935|245428|replacement name|
334595|264895|replacement name|, not validly publ.
246017|264991|replacement name|
270632|264991|replacement name|
245318|217276|replacement name|, nom. illeg.
246083|233351|replacement name|
253719|233351|replacement name|, nom. illeg.
241390|270393|replacement name|
246298|246309|replacement name|
263739|264683|replacement name|
246379|246369|replacement name|
264141|246423|replacement name|
333903|246423|replacement name|, not validly publ.
246302|263873|replacement name|, nom. illeg.
267819|257592|replacement name|, nom. illeg.
233361|243191|replacement name|, nom. illeg.
246539|239663|replacement name|, nom. illeg.
333913|246516|replacement name|, not validly publ.
263347|263464|replacement name|
246475|246526|replacement name|, nom. superfl.
83754|246726|replacement name|
333966|246733|replacement name|, not validly publ.
88758|88683|replacement name|
246773|88683|replacement name|
246831|16476|replacement name|
88922|112524|replacement name|, nom. superfl.
16509|88922|replacement name|, nom. superfl.
88928|16523|replacement name|
246918|232981|replacement name|
345147|232981|replacement name|
246943|246940|replacement name|
270345|270302|replacement name|
246991|270310|replacement name|
247011|247216|replacement name|
247062|247203|replacement name|
266652|100863|replacement name|
247103|100863|replacement name|, nom. illeg.
247095|266652|replacement name|, nom. illeg.
247214|100863|replacement name|, nom. illeg.
253034|100863|replacement name|, nom. illeg.
247218|247051|replacement name|
247235|190520|replacement name|
257846|253272|replacement name|
268726|224058|replacement name|, nom. illeg.
247461|224052|replacement name|
247512|224080|replacement name|
247521|247706|replacement name|
268775|269292|replacement name|, nom. superfl.
224092|262878|replacement name|
247611|265985|replacement name|
340109|247801|replacement name|, nom. superfl.
267382|267379|replacement name|
246689|248084|replacement name|, nom. superfl.
539003|248105|replacement name|, nom. superfl.
246690|539003|replacement name|, nom. superfl.
248106|539003|replacement name|, not validly publ.
250789|248115|replacement name|, nom. superfl.
248135|248131|replacement name|, nom. illeg.
248134|248090|replacement name|
248182|248102|replacement name|
248129|248219|replacement name|
248328|248428|replacement name|
248667|248428|replacement name|, nom. superfl.
258956|248673|replacement name|, nom. illeg.
248582|248416|replacement name|
248673|221177|replacement name|
248665|248649|replacement name|
270899|248673|replacement name|, nom. superfl.
343831|248673|replacement name|, nom. superfl.
249249|249422|replacement name|, nom. illeg.
252700|259483|replacement name|, nom. illeg.
248991|242135|replacement name|
217940|223802|replacement name|, nom. superfl.
223802|247525|replacement name|, nom. superfl.
273213|241402|replacement name|
219433|241413|replacement name|
224118|241413|replacement name|
261359|252119|replacement name|, nom. illeg.
272391|252119|replacement name|
334556|263723|replacement name|, not validly publ.
473897|249763|replacement name|
249454|249991|replacement name|, nom. illeg.
250000|250032|replacement name|
263615|243013|replacement name|
250477|264717|replacement name|, nom. illeg.
264915|250550|replacement name|, nom. illeg.
250582|264717|replacement name|, nom. superfl.
265018|264717|replacement name|
545524|250550|replacement name|
264835|264111|replacement name|
250522|264835|replacement name|, nom. superfl.
264723|263733|replacement name|
264574|250221|replacement name|
263835|250243|replacement name|
245028|264029|replacement name|
263694|264130|replacement name|
264153|250305|replacement name|
250577|265001|replacement name|, nom. illeg.
264617|263830|replacement name|
250472|250232|replacement name|, nom. illeg.
264565|265001|replacement name|
263681|265001|replacement name|
250317|264188|replacement name|
250197|264962|replacement name|, nom. illeg.
265134|264286|replacement name|
250644|246149|replacement name|, nom. illeg.
250835|250749|replacement name|
477853|250834|replacement name|, nom. superfl.
334823|251393|replacement name|, not validly publ.
223743|248935|replacement name|, nom. superfl.
251505|248935|replacement name|, nom. cons.
247807|248935|replacement name|, nom. superfl.
239696|248942|replacement name|, nom. superfl.
232636|235036|replacement name|, nom. illeg.
251550|235036|replacement name|
334905|251569|replacement name|, not validly publ.
334906|251584|replacement name|, not validly publ.
265816|251584|replacement name|
251854|113352|replacement name|
251922|267185|replacement name|
233473|271348|replacement name|
334971|252178|replacement name|, not validly publ.
252180|252212|replacement name|
261107|261205|replacement name|
218869|252344|replacement name|
252620|107976|replacement name|
261213|252671|replacement name|
252731|116528|replacement name|
233454|263169|replacement name|, nom. illeg.
233474|271607|replacement name|
253752|233438|replacement name|
253943|233401|replacement name|
252795|233401|replacement name|, nom. illeg.
